platform,source_well,stage,neighbor,feature_key,pressure_curves,pressure_sample_ids,sample_scope,sgy_group,status,theta_deg,line_length_m,development_km_km2,area_m2,full_window_area_m2,coverage_fraction,theta_pair_deg,theta_sd_deg,edge_count,east,north,md_top,md_bottom,well_azimuth_deg,assumed_hf_azimuth_deg,geometry_status,stage_source,trajectory_source,horizon_source,seismic_source,branch_count,branch_max_m,branch_mean_m,usable_for_exploratory_model
泸201H5,泸201H5-1,12,泸201H5-3,泸201H5|1|12|泸201H5|3,1,b9b36401d9a203,压力观测井对,泸201H5,已计算：参考层位/方向假设,52.283770074515274,1356.597539707747,1.1000604542776289,1233202.7157530875,1261101.4981783775,0.9778774488289889,54.57839982576491,30.758821762048868,65.0,18535097.00017896,3211867.1851859135,5556.0,5627.0,16.835060240963912,106.83506024096391,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,6.0,837.3802117913053,226.09958995129116,True
泸201H5,泸201H5-1,12,泸201H5-4,泸201H5|1|12|泸201H5|4,1,1b3a34f93d005a,压力观测井对,泸201H5,已计算：参考层位/方向假设,41.06366074551965,2287.346758004638,0.8570246178340284,2668939.386811881,2696493.67885303,0.9897814364419837,64.12908901148043,28.08476576173993,110.0,18535097.00017896,3211867.1851859135,5556.0,5627.0,16.835060240963912,106.83506024096391,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,9.0,837.3802117913053,254.14963977829314,True
泸201H5,泸201H5-1,13,泸201H5-2,泸201H5|1|13|泸201H5|2,1,80cd54964d7c57,压力观测井对,泸201H5,已计算：参考层位/方向假设,81.48482229929728,506.11907482940796,1.3631681970301144,371281.45736679557,371281.45736480376,1.0,81.53300654619994,5.386598223921422,26.0,18535076.81690224,3211799.543337611,5485.0,5556.0,16.77161324410008,106.77161324410008,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,1.0,506.11907482940796,506.11907482940796,True
泸201H5,泸201H5-1,13,泸201H5-3,泸201H5|1|13|泸201H5|3,1,386719f4ad0628,压力观测井对,泸201H5,已计算：参考层位/方向假设,49.859458206487936,1268.7170256152624,1.0743567829168312,1180908.4708068317,1208166.2164632923,0.9774387453605076,57.03736328972824,30.394161258723578,61.0,18535076.81690224,3211799.543337611,5485.0,5556.0,16.77161324410008,106.77161324410008,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,6.0,750.0253091895045,211.4528376025437,True
泸201H5,泸201H5-1,13,泸201H5-4,泸201H5|1|13|泸201H5|4,1,27aa2fe48c8ae5,压力观测井对,泸201H5,已计算：参考层位/方向假设,39.195511872301836,2199.373811991314,0.8587490489633509,2561136.824135426,2588169.4015004328,0.9895553292032062,64.40658340095534,27.08943301018431,106.0,18535076.81690224,3211799.543337611,5485.0,5556.0,16.77161324410008,106.77161324410008,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,9.0,750.0253091895045,244.3748679990349,True
泸201H5,泸201H5-1,14,泸201H5-2,泸201H5|1|14|泸201H5|2,1,8240b5479db680,压力观测井对,泸201H5,已计算：参考层位/方向假设,81.18502419136516,507.20967427182256,1.3679768879524796,370773.56988902716,370773.56988843594,1.0,81.56446835534094,6.059557748823484,26.0,18535056.828175586,3211731.666256739,5414.0,5485.0,16.220000000000027,106.22000000000003,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,1.0,507.20967427182256,507.20967427182256,True
泸201H5,泸201H5-1,14,泸201H5-3,泸201H5|1|14|泸201H5|3,1,de1343cb8b097c,压力观测井对,泸201H5,已计算：参考层位/方向假设,47.54848069842942,1191.0623717382755,1.0666822949455372,1116604.6135593625,1139504.8789679892,0.9799033195633469,58.68425324628262,30.544483317021758,58.0,18535056.828175586,3211731.666256739,5414.0,5485.0,16.220000000000027,106.22000000000003,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,6.0,676.8453624602798,198.5103952897126,True
泸201H5,泸201H5-1,14,泸201H5-4,泸201H5|1|14|泸201H5|4,1,de59b36d358373,压力观测井对,泸201H5,已计算：参考层位/方向假设,37.41208113846327,2120.840408280609,0.8639088464231368,2454935.39863792,2478540.1217498095,0.9904763602958242,64.22814677346749,26.553930610312946,102.0,18535056.828175586,3211731.666256739,5414.0,5485.0,16.220000000000027,106.22000000000003,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,9.0,676.8453624602798,235.64893425340102,True
泸201H5,泸201H5-1,15,泸201H5-2,泸201H5|1|15|泸201H5|2,1,07d6911c2931e5,压力观测井对,泸201H5,已计算：参考层位/方向假设,67.20768085964094,575.6832628392442,1.5559798350581173,369981.1847611392,369981.18476003746,1.0,67.64623329335654,28.15246376261258,28.0,18535036.67383751,3211663.6770600607,5343.0,5414.0,17.07840524680705,107.07840524680705,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,1.0,575.6832628392442,575.6832628392442,True
泸201H5,泸201H5-1,15,泸201H5-3,泸201H5|1|15|泸201H5|3,1,c2a4657502bdeb,压力观测井对,泸201H5,已计算：参考层位/方向假设,46.115998462109786,1096.938072230598,1.010157315909685,1085908.1600005673,1115053.4268159892,0.9738619996903237,60.402136387184356,30.78795558713952,53.0,18535036.67383751,3211663.6770600607,5343.0,5414.0,17.07840524680705,107.07840524680705,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,6.0,575.6832628392442,182.823012038433,True
泸201H5,泸201H5-1,15,泸201H5-4,泸201H5|1|15|泸201H5|4,1,189d07b0c08ed5,压力观测井对,泸201H5,已计算：参考层位/方向假设,36.37873908589888,2028.0247102206251,0.8658096598812253,2342344.74872784,2370678.365249205,0.9880483084771449,63.166942435600916,25.964942546692832,98.0,18535036.67383751,3211663.6770600607,5343.0,5414.0,17.07840524680705,107.07840524680705,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,9.0,588.2842712474619,225.3360789134028,True
泸201H5,泸201H5-1,16,泸201H5-2,泸201H5|1|16|泸201H5|2,1,f03762b6e9ac79,压力观测井对,泸201H5,已计算：参考层位/方向假设,64.2828680320844,485.22040117278834,1.3112519318800047,370043.6120441818,370043.6120447971,0.9999999999983372,64.33636496887188,30.54877972667555,24.0,18535015.845699586,3211595.8721538326,5272.0,5343.0,15.983519771998544,105.98351977199854,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,1.0,485.22040117278834,485.22040117278834,True
泸201H5,泸201H5-1,16,泸201H5-3,泸201H5|1|16|泸201H5|3,1,e193d504e9e6d1,压力观测井对,泸201H5,已计算：参考层位/方向假设,42.28402005646958,997.5697264312902,0.9828228891648804,1015004.5724707738,1036950.4526965771,0.9788361341964477,62.4329657672648,30.939296912004178,49.0,18535015.845699586,3211595.8721538326,5272.0,5343.0,15.983519771998544,105.98351977199854,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,6.0,485.22040117278834,166.2616210718817,True
泸201H5,泸201H5-1,16,泸201H5-4,泸201H5|1|16|泸201H5|4,1,77b898a65eaf38,压力观测井对,泸201H5,已计算：参考层位/方向假设,33.573314154531666,1926.931091311728,0.858408808700679,2244770.873482072,2267784.292821043,0.9898520245457986,62.58401948315685,25.132264967957326,93.0,18535015.845699586,3211595.8721538326,5272.0,5343.0,15.983519771998544,105.98351977199854,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,9.0,588.2842712474619,214.103454590192,True
泸201H5,泸201H5-1,17,泸201H5-2,泸201H5|1|17|泸201H5|2,1,62820a93a45618,压力观测井对,泸201H5,已计算：参考层位/方向假设,50.20585119125345,500.7049456944517,1.3554263043101182,369407.72368240217,369407.72368272056,0.9999999999991381,50.95874731571636,33.05266003122521,25.0,18534996.799746104,3211527.504282939,5201.0,5272.0,16.016900742741313,106.01690074274131,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,2.0,396.9706501399926,250.35247284722584,True
泸201H5,泸201H5-1,17,泸201H5-3,泸201H5|1|17|泸201H5|3,1,456d3cd79dfaa0,压力观测井对,泸201H5,已计算：参考层位/方向假设,37.92182661163509,909.5818185210117,0.9416889669159848,965904.720642397,987845.5390135365,0.9777892215891872,66.2677850476924,28.83080887881179,44.0,18534996.799746104,3211527.504282939,5201.0,5272.0,16.016900742741313,106.01690074274131,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,6.0,396.9706501399926,151.59696975350195,True
泸201H5,泸201H5-1,17,泸201H5-4,泸201H5|1|17|泸201H5|4,1,2328e2fc04730a,压力观测井对,泸201H5,已计算：参考层位/方向假设,31.01336573007774,1839.0034113767235,0.8605048511237631,2137121.4920811956,2160076.5801927457,0.9893730211595082,62.27303585104063,22.694779307853043,88.0,18534996.799746104,3211527.504282939,5201.0,5272.0,16.016900742741313,106.01690074274131,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,9.0,588.2842712474619,204.3337123751915,True
泸201H5,泸201H5-1,18,泸201H5-2,泸201H5|1|18|泸201H5|2,1,1d4a9e216f6bb2,压力观测井对,泸201H5,已计算：参考层位/方向假设,42.29256464237949,417.4271979921325,1.1292124041127714,369662.2499644852,369662.24996375357,1.0,41.034389889227654,30.05749033075441,20.0,18534975.276906554,3211459.945294601,5130.0,5201.0,18.49561571125264,108.49561571125264,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,2.0,297.4271979921325,208.71359899606625,True
泸201H5,泸201H5-1,18,泸201H5-3,泸201H5|1|18|泸201H5|3,1,606ce7edc41caf,压力观测井对,泸201H5,已计算：参考层位/方向假设,34.942715951314995,826.5111609385935,0.8707067369831454,949241.7203550277,985889.2375631717,0.9628279569227007,71.57016798997586,23.796406147625785,40.0,18534975.276906554,3211459.945294601,5130.0,5201.0,18.49561571125264,108.49561571125264,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,6.0,297.4271979921325,137.75186015643226,True
泸201H5,泸201H5-1,18,泸201H5-4,泸201H5|1|18|泸201H5|4,1,728d805913c8fe,压力观测井对,泸201H5,已计算：参考层位/方向假设,29.943690973446202,1763.7013679718277,0.8855678018326302,1991605.1197005492,2024266.8625100926,0.9838649026892419,61.47028364356615,18.503886656719644,84.0,18534975.276906554,3211459.945294601,5130.0,5201.0,18.49561571125264,108.49561571125264,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,9.0,588.2842712474619,195.9668186635364,True
泸201H5,泸201H5-1,19,泸201H5-2,泸201H5|1|19|泸201H5|2,1,3087ce5b3a03f0,压力观测井对,泸201H5,已计算：参考层位/方向假设,29.730608395686282,327.880048451276,0.8855235642989652,370266.8812781352,370266.8812775705,1.0,28.14056467611822,20.582897867049613,16.0,18534952.517675508,3211392.3278903756,5058.0,5130.0,18.710000000000036,108.71000000000004,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,2.0,207.88004845127602,163.940024225638,True
泸201H5,泸201H5-1,19,泸201H5-3,泸201H5|1|19|泸201H5|3,1,39ff1920c4ed3c,压力观测井对,泸201H5,已计算：参考层位/方向假设,28.588987156120805,737.8819670496164,0.821410917585114,898310.3964808912,936103.051205582,0.9596276770212225,75.86458855859877,15.837183599556168,36.0,18534952.517675508,3211392.3278903756,5058.0,5130.0,18.710000000000036,108.71000000000004,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,6.0,207.88004845127602,122.98032784160273,True
泸201H5,泸201H5-1,19,泸201H5-4,泸201H5|1|19|泸201H5|4,1,9f0a6e5db2d792,压力观测井对,泸201H5,已计算：参考层位/方向假设,26.995335812869858,1674.1542184309712,0.8922117237859216,1876409.1233043133,1909670.6960636543,0.9825825610520693,60.06192188502447,13.05476765328213,80.0,18534952.517675508,3211392.3278903756,5058.0,5130.0,18.710000000000036,108.71000000000004,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,9.0,588.2842712474619,186.01713538121902,True
泸201H5,泸201H5-1,2,泸201H5-2,泸201H5|1|2|泸201H5|2,1,7bdd9409ec0bd0,压力观测井对,泸201H5,已计算：参考层位/方向假设,56.7236306737582,443.03986738251615,1.1976787549335526,369915.44314994226,369915.4431507903,0.9999999999977075,57.49400351945946,30.85750092124605,23.0,18535305.540383156,3212543.33097325,6266.0,6337.0,16.313275442862107,106.3132754428621,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,3.0,280.8082699962156,147.67995579417206,True
泸201H5,泸201H5-1,2,泸201H5-3,泸201H5|1|2|泸201H5|3,1,93e0e70c9d44fe,压力观测井对,泸201H5,已计算：参考层位/方向假设,61.1887669973895,1990.665563694648,1.1786962406156007,1688870.7158809449,1708358.8652511206,0.9885924732990389,40.29383976907223,29.447189494882366,95.0,18535305.540383156,3212543.33097325,6266.0,6337.0,16.313275442862107,106.3132754428621,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,7.0,1462.842712474619,284.38079481352116,True
泸201H5,泸201H5-1,2,泸201H5-4,泸201H5|1|2|泸201H5|4,1,620d41ba8d6dba,压力观测井对,泸201H5,已计算：参考层位/方向假设,44.92991013902359,3436.7805141014705,0.9254051443366339,3713811.7668073773,3733808.9136122037,0.9946443036407344,60.4637828236735,30.5397422796931,164.0,18535305.540383156,3212543.33097325,6266.0,6337.0,16.313275442862107,106.3132754428621,已定位,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1井分段结果.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 地质工程因素\泸201H5-1 井斜数据.xlsx,LU205H5-0603-O3w.hrzdat,LU205H5_MCANT.sgy,14.0,1462.842712474619,245.48432243581934,True
