file,sheet,nrows,ncols,status,reason
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-15-4(H2),11687,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-16-1(yc),9900,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-16-5(H2),7667,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-16-4(H2),7667,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-17-1(yc),9360,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-17-5(H2),8988,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-17-4(H2),8988,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-18-1,9635,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-18-5(H2),9889,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H1\泸208H1 邻井压力监测\泸208H1-2井.xlsx,2-18-4(H2),9889,3,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-2-6,15115,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-2-8,14884,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-3-6,13878,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-3-8,13818,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-4-6,14227,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-4-8,14184,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-5-6,28282,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-5-8,28526,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-6-8,5470,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-8-6,18495,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-8-8,18190,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-9-6,9402,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-9-8,9720,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-10-6,11999,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-11-6,15118,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-12-6,11070,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-13-6,10905,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-14-6,11360,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-14-8,11581,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-15-6,11092,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-16-6,10840,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-16-8,11315,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-17-8,13320,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-18-6,13498,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-18-8,13377,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-21-6,13857,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-21-8,13857,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,7-22-6,10815,2,已提取,1个通道
E:\压裂窜扰项目\02 规范化\泸208H2\泸208H2 邻井压力监测\泸208H2-7井-MATLAB.xlsx,Sheet28,11078,2,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H25\阳101H25 邻井压力监测\邻井压力监测数据_6井第19段压裂期间5井套压秒点数据.csv,text,10201,62,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\1井_8_12：07-17：00.xlsx,Sheet1,17581,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31--井第4段压裂期间阳101H25-5井压力数据.csv,text,20335,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表,24,31,已提取,5个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (2),57,31,已提取,5个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (3),47,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (4),47,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (5),47,31,已提取,5个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (6),39,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (7),40,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (8),42,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,2.井口阀门监控表,19,11,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,3.液量、砂量核实表,65,24,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (9),43,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (10),19,31,解析失败,没有至少5个可解释时间点
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (11),26,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (12),43,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (13),54,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (14),54,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (15),52,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (16),45,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (17),50,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31-3井压裂期间压力监测记录(3).xlsx,1.邻井压力监测表 (18),50,31,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台1井第3段压裂期间阳101H25-5井压力秒点数据(1).csv,text,16801,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台2井第3段压裂期间阳101H25平台压力秒点数据.csv,text,15301,8,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台北半支压窜.xlsx,阳101H31-1井,70,9,解析失败,没有至少5个可解释时间点
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台北半支压窜.xlsx,阳101H31-2井,68,8,解析失败,没有至少5个可解释时间点
E:\压裂窜扰项目\02 规范化\阳101H31\阳101H31 邻井压力监测\阳101H31平台北半支压窜.xlsx,阳101H31-3井,47,8,解析失败,没有至少5个可解释时间点
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2-14段压裂施工-4、6井分点压力监测.xlsx,导出数据,262,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2-7段压裂施工-4、6井分点压力监测.xlsx,导出数据,278,4,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2-9段压裂施工-4、6井分点压力监测.xlsx,导出数据,239,4,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第10段压裂施工分秒点.xlsx,分数据,438,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第10段压裂施工分秒点.xlsx,秒数据,15146,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第10段压裂施工报表.xlsx,阶段数据,81,23,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第10段压裂施工报表.xlsx,分数据,365,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第10段压裂施工报表.xlsx,秒数据,15073,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第10段压裂施工报表.xlsx,曲线,0,0,无可用序列,空表或有效行列过少
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第12段压裂施工分秒点.xlsx,分数据,471,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第12段压裂施工分秒点.xlsx,秒数据,17132,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第12段压裂施工报表.xlsx,阶段数据,79,23,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第12段压裂施工报表.xlsx,分数据,400,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第12段压裂施工报表.xlsx,秒数据,17061,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第12段压裂施工报表.xlsx,曲线,0,0,无可用序列,空表或有效行列过少
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第13段压裂施工分秒点.xlsx,分数据,510,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第13段压裂施工分秒点.xlsx,秒数据,20533,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第13段压裂施工报表.xlsx,阶段数据,69,23,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第13段压裂施工报表.xlsx,分数据,449,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第13段压裂施工报表.xlsx,秒数据,20472,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第13段压裂施工报表.xlsx,曲线,0,0,无可用序列,空表或有效行列过少
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第9段压裂施工分秒点.xlsx,分数据,461,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第9段压裂施工分秒点.xlsx,秒数据,16072,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第9段压裂施工报表.xlsx,阶段数据,81,23,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第9段压裂施工报表.xlsx,分数据,388,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第9段压裂施工报表.xlsx,秒数据,15999,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-2井第9段压裂施工报表.xlsx,曲线,0,0,无可用序列,空表或有效行列过少
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-11段压裂施工-6井秒点压力监测.xlsx,导出数据,13144,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-13段压裂施工-6井秒点压力监测.xlsx,导出数据,18724,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-14段压裂施工-6井秒点压力监测.xlsx,导出数据,17944,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-16段压裂施工-6井分点压力监测.xlsx,导出数据,293,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-1段压裂施工-5井秒点压力监测.xlsx,导出数据,8464,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-5段压裂施工-2、6井秒点压力监测.xlsx,导出数据,13624,5,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-4-8段压裂施工-6井秒点压力监测.xlsx,导出数据,15184,2,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第10段压裂施工报表.xlsx,阶段数据,89,26,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第10段压裂施工报表.xlsx,分数据,389,10,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第10段压裂施工报表.xlsx,秒数据,15377,10,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第10段压裂施工报表.xlsx,曲线,0,0,无可用序列,空表或有效行列过少
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第12段压裂施工曲分秒点.xlsx,分数据,423,10,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第12段压裂施工曲分秒点.xlsx,秒数据,15201,10,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第18段压裂施工分秒点.xlsx,分数据,416,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第18段压裂施工分秒点.xlsx,秒数据,13745,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第18段压裂施工报表.xlsx,阶段数据,75,23,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第18段压裂施工报表.xlsx,分数据,349,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第18段压裂施工报表.xlsx,秒数据,13678,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第18段压裂施工报表.xlsx,曲线,0,0,无可用序列,空表或有效行列过少
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第20段压裂施工分秒点.xlsx,分数据,543,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第20段压裂施工分秒点.xlsx,秒数据,21190,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第20段压裂施工报表.xlsx,阶段数据,80,23,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第20段压裂施工报表.xlsx,分数据,471,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第20段压裂施工报表.xlsx,秒数据,21118,9,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-5井第20段压裂施工报表.xlsx,曲线,0,0,无可用序列,空表或有效行列过少
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-6-10段压裂施工-2、5井秒点压力监测.xlsx,导出数据,9664,5,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-6-5段压裂施工-11、14井压力监测.xlsx,Sheet1,41,25,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-6-5段压裂施工-11、14井压力监测.xlsx,图,26,3,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-6-6段压裂施工-1、2、3、4、5、7井压力监测.xlsx,Sheet1,30,25,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-6-6段压裂施工-1、2、3、4、5、7井压力监测.xlsx,邻井压力上涨曲线,28,6,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32-6-6段压裂施工-1、2、3、4、5、7井压力监测.xlsx,Sheet3,0,0,无可用序列,空表或有效行列过少
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32_2井_2井第6段_压力监测数据表    叠合图  .xlsx,Sheet1,210,8,未提取压力通道,0个通道
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32_压窜数据统计.xlsx,2井,24,19,解析失败,没有至少5个可解释时间点
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32_压窜数据统计.xlsx,4井,24,19,解析失败,没有至少5个可解释时间点
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32_压窜数据统计.xlsx,5井,25,21,解析失败,没有至少5个可解释时间点
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32_压窜数据统计.xlsx,6井,23,20,解析失败,没有至少5个可解释时间点
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32_压窜数据统计.xlsx,图形,0,0,无可用序列,空表或有效行列过少
E:\压裂窜扰项目\02 规范化\阳101H32\阳101H32 邻井压力监测\阳101H32_压窜数据统计.xlsx,左右最大值,89,6,解析失败,没有至少5个可解释时间点
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第21段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,1.邻井压力监测表,22,25,已提取,3个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第21段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,2.井口阀门监控表,16,11,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第21段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3.液量、砂量核实表,65,24,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第21段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,Sheet1,37,21,已提取,6个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第22段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,1.邻井压力监测表,18,25,已提取,3个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第22段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,2.井口阀门监控表,16,11,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第22段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3.液量、砂量核实表,65,24,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第22段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,Sheet1,55,14,已提取,3个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第23段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,1.邻井压力监测表,19,25,已提取,3个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第23段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,2.井口阀门监控表,16,11,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第23段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3.液量、砂量核实表,65,24,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第23段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,Sheet1,62,14,已提取,3个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第8段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,1.邻井压力监测表,21,25,已提取,3个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第8段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,2.井口阀门监控表,19,11,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第8段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3.液量、砂量核实表,65,24,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第8段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,Sheet1,18,9,解析失败,没有至少5个可解释时间点
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第9段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,1.邻井压力监测表,24,25,已提取,3个通道
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第9段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,2.井口阀门监控表,23,11,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第9段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,3.液量、砂量核实表,65,24,非时序压力表,工况、数量或阶段汇总表
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\1井压裂期间邻井压力检测_1井第9段 压裂质量数量监控表（邻井压力、井口、砂量）.xlsx,Sheet1,18,9,解析失败,没有至少5个可解释时间点
E:\压裂窜扰项目\02 规范化\阳101H35\阳101H35 邻井压力监测\35平台压裂期间36平台压力分钟数据_(1)井_1#流程_分钟数据4月11日0点至4月21日0点.csv,text,14329,21,已提取,4个通道
