sample_id,platform_id,source_well,stage_id,monitor_platform,monitor_well,stage_group,pair_id,well_identity_known,event_identity_known,window_basis,construction_coverage,pump_file,file,sheet,column,platform,source,stage,monitor,mapping,header,unit,channel_id,alternate_record_flag,rawhash,alias_count,conflict_count,matrix_row,fragment_only,fragment_discarded_points,native_n,native_dt_s,duration_min,max_gap_s,baseline_mpa,baseline_method,baseline_noise_mpa,pressure_peak_mpa,amplitude_range_mpa,rise_peak_mpa,drop_min_mpa,end_dp_mpa,initial_relative_rise_mpa,initial_relative_drop_mpa,initial_10pct_dp_mpa,early_25pct_dp_mpa,middle_50pct_dp_mpa,late_75pct_dp_mpa,tail_90pct_dp_mpa,initial_rate_mpa_min,early_rate_mpa_min,middle_rate_mpa_min,tail_rate_mpa_min,max_rate_mpa_min,min_rate_mpa_min,max_acceleration_mpa_min2,min_acceleration_mpa_min2,early_to_late_acceleration_mpa_min2,observed_onset_min,true_pump_response_delay_min,onset_reference,onset_censored,onset_fraction,peak_time_fraction,trough_time_fraction,area_mean_mpa,recovery_fraction,early_slope_shape,middle_slope_shape,late_slope_shape,early_late_slope_change_shape,acceleration_p95_shape,acceleration_p05_shape,dip_fraction,end_peak_ratio,native_rate_timescale_min,acceleration_timescale_min,low_resolution,max_native_jump_mpa,operational_flag,nonstationary_baseline,t0_observed_s,t1_observed_s,shape_level_10,shape_level_25,shape_level_50,shape_level_75,shape_level_90,shape_end,included,duplicate_sample_of
0ce3b0e15a20d9,泸201H5,1,10,泸201H5,2,泸201H5|1|10|20336,泸201H5|1|泸201H5|2,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-10 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-10段压裂施工-2、3、4井压力监测.xls,导出数据,2,泸201H5,1,10,2,header,2井压力(MPa),MPa_explicit,f63a890b7e81b8,False,18195a45f0076d348b8057e7f54585d2df71e0c06f3b8a9a6a6bdabe7acbaa5f,0,0,637,False,0,9685,1.0,161.4,1.0,61.11,pre_pump_last180s,0.020967130275739335,61.89,0.6670466200466229,0.6957342657343091,-0.04561771561753858,0.6747086247087921,0.7071794871793529,-0.034172494172494794,-0.011524475524478826,-0.01842657342658072,0.10372960372959739,0.3443939393939388,0.5793053613053558,-0.0006539427595518716,-0.00014777544045888266,0.004965445853126748,0.009148587185171286,0.01507459207459547,-0.008501165501169795,0.011393939393938972,-0.012909090909123932,7.679770859669696e-05,83.0,83.0,pump,False,0.5142503097893433,0.9875776397515528,0.049689440993788817,0.18145094785446086,0.02836121242594769,-0.03575605568377906,1.2014496987311654,2.213611353856258,2.249367409540037,444.96389987522764,-504.1346312429226,0.05122954400114692,0.9701215674585231,0.5,5.5,False,0.10000000000000142,False,False,1757055589.0,1757065273.0,-0.022483689365617527,-0.03283093901005688,0.15029895549063044,0.5110898334168544,0.8632562560501,1.0302170441321488,True,
005e4f1a5d26a8,泸201H5,1,10,泸201H5,3,泸201H5|1|10|20336,泸201H5|1|泸201H5|3,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-10 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-10段压裂施工-2、3、4井压力监测.xls,导出数据,3,泸201H5,1,10,3,header,3井压力(MPa),MPa_explicit,93a944c87b987f,False,8e22918dcf66f42750a755bd528eebdf3421a6d917ae3b7e62bac120f5cb160c,0,0,638,False,0,9685,1.0,161.4,1.0,0.06,pre_pump_last180s,0.010483565137871747,0.11,0.02389277389277397,0.011468531468531676,-0.020839160839160722,0.0024708624708626448,0.01146853146853151,-0.02083916083916089,-0.006764568764568781,-0.02073426573426579,0.001375291375291382,-0.0006177156177156196,0.008484848484848517,-0.0003818886104982318,-0.00036044413280185764,7.674893544458761e-05,9.370860996877149e-05,0.004871794871794891,-0.005128205128205138,0.006072261072261091,-0.006428904428904449,3.751778131108047e-06,,,observed_window_only,True,1.0,0.8726708074534162,0.2453416149068323,-0.00032253475562009246,0.044988344988345155,-0.29087841517109914,0.0619363909037822,0.07562284824479859,0.36650126341589767,790.9107902097927,-837.3635160839187,0.10419580419580445,0.022843822843823525,0.5,5.5,False,0.04000000000000001,False,False,1757055589.0,1757065273.0,-0.02333333333333277,-0.09318181818181781,0.017365967365968044,0.007400932400933036,0.05291375291375371,0.037412587412587114,True,
1ea34ba7c7c0c5,泸201H5,1,11,泸201H5,4,泸201H5|1|11|20337,泸201H5|1|泸201H5|4,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-11 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-11段压裂施工-2、3、4井压力监测.xls,导出数据,1,泸201H5,1,11,4,header,4井压力(MPa),MPa_explicit,c7165c9e51e6ea,False,776b4f35b6ea7e04a01f1f1d27953568d79fc895c047a31c063b18d8fbdf62ae,0,0,639,False,0,13513,1.0,225.2,1.0,26.57,pre_pump_last180s,0.010483565137869667,26.59,0.05710955710955368,-0.0029603729602989404,-0.08149184149176847,-0.07111888111881015,0.007039627039628016,-0.07149184149184151,-0.01039627039627078,-0.023916083916084574,-0.03678321678321694,-0.05953379953379567,-0.04999999999999716,-0.0005036028828799824,-0.0003980959267402279,-0.0002951917797050336,-0.0002601586427857753,0.004906759906761593,-0.005361305361304858,0.005536130536135886,-0.0060023310023353815,8.16680189191549e-07,,,observed_window_only,True,1.0,0.011111111111111112,0.9511111111111111,-0.04590208858629652,0.34079254079255605,-0.4482560135094965,-0.33238594394786775,-0.2929386317767829,0.1553173817327136,1403.8254079267642,-1522.0422843833946,0.35745920745920756,-0.27097902097873217,0.5,5.5,False,0.060000000000002274,False,False,1757141244.0,1757154756.0,-0.017365967365670087,-0.08496503496473906,-0.1493006993004009,-0.26305361305329455,-0.21538461538430198,-0.29475524475531145,True,
43ebbbadd2f73b,泸201H5,1,11,泸201H5,2,泸201H5|1|11|20337,泸201H5|1|泸201H5|2,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-11 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-11段压裂施工-2、3、4井压力监测.xls,导出数据,2,泸201H5,1,11,2,header,2井压力(MPa),MPa_explicit,9b3a159dff904b,False,71b8254ba873709b31b7d167107f026d61ec1f6382c489d301143941f4e1e935,0,0,640,False,0,13513,1.0,225.2,1.0,62.83,pre_pump_last180s,0.020967130275739335,63.31,0.5165850815850774,0.4588111888111541,-0.12463869463852006,0.4068065268067045,0.4711188811186773,-0.11233100233099691,-0.0617249417249397,-0.1121794871794819,0.1343356643356728,0.31129370629371067,0.3637529137529185,-0.0033976339212188865,-0.0025599012848649765,0.003830064723870319,0.002122482780376879,0.019417249417241322,-0.012948717948724209,0.0181468531468596,-0.016340326340326783,2.7722818621917446e-05,111.5,111.5,pump,False,0.4951154529307283,1.0,0.24888888888888888,0.11986061599755628,0.0891330403512461,-1.1159628682708087,1.6696776708476122,0.9252747304940381,2.041237598764847,1781.5427042399815,-1604.1893842926356,0.21744917988402437,0.883583802964354,0.5,5.5,False,0.0799999999999983,False,False,1757141244.0,1757154756.0,-0.1667305913405309,-0.2643999729257069,0.21280148004454427,0.555355007558471,0.6569049928934002,0.8647429100014971,True,
f2de200e086c17,泸201H5,1,11,泸201H5,3,泸201H5|1|11|20337,泸201H5|1|泸201H5|3,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-11 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-11段压裂施工-2、3、4井压力监测.xls,导出数据,3,泸201H5,1,11,3,header,3井压力(MPa),MPa_explicit,6da75586f66f72,False,19d9bac72bec22a3f02ec671a40be5833dcb0255fb09896a838f47d73131933f,0,0,641,False,0,13513,1.0,225.2,1.0,0.03,pre_pump_last180s,0.0,0.05,0.018158508158508217,0.00881118881118892,-0.025454545454545445,0.0003962703962704789,0.008811188811188898,-0.025454545454545466,-0.003030303030302977,0.0004195804195804842,-0.015594405594405572,-0.003100233100233045,-0.000839160839160781,6.230381808551319e-06,6.104863929735921e-05,2.64828583412656e-05,-3.060865543399326e-05,0.006270396270396288,-0.006491841491841508,0.005629370629370654,-0.0054428904428904645,-5.426719640695825e-07,,,observed_window_only,True,1.0,0.7155555555555555,0.35777777777777775,-0.0014934665689549447,0.0420745920745922,0.06874076784882645,0.029819698492265057,-0.03446534601867641,-0.10320611386750286,1427.4687832167892,-1380.1820326340378,0.12727272727272732,0.0019813519813522903,0.5,5.5,False,0.030000000000000002,False,False,1757141244.0,1757154756.0,-0.015151515151514885,0.002097902097902421,-0.07797202797202786,-0.015501165501165225,-0.004195804195803905,-0.09580419580419604,True,
1b3a34f93d005a,泸201H5,1,12,泸201H5,4,泸201H5|1|12|20338,泸201H5|1|泸201H5|4,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-12 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-12段压裂施工-2、3、4井压力监测.xls,导出数据,1,泸201H5,1,12,4,header,4井压力(MPa),MPa_explicit,a010a0208d3c79,False,745e1db25bf090a4eddcb4c53c5e85f8856784c479e59fadcae800225357d3d0,0,0,642,False,0,40158,1.0,669.2833333333333,1.0,25.81,pre_pump_last180s,0.010483565137869667,25.84,0.23112587412587118,0.004848484848555046,-0.28083916083908633,-0.2637062937062211,0.010489510489506415,-0.27519813519813496,-0.014783216783217772,-0.019976689976694204,-0.053240093240091824,-0.06032634032634121,-0.18579487179487456,-0.0002319738973311639,-0.0001320714915314523,9.109059662739496e-06,-0.0013097599216109008,0.005410256410253564,-0.006391608391608372,0.006433566433571869,-0.006526806526804307,-2.346168150169482e-06,,,observed_window_only,True,1.0,0.013452914798206279,0.9955156950672646,-0.06674320773474333,0.9400293733681521,-0.3824463549344394,0.026377582508526592,-3.7927405986780705,-3.410294243743631,12468.759367520164,-12649.466025005468,1.1906851028209071,-1.2548951048947643,0.5,5.5,False,0.05000000000000071,False,False,1757228210.0,1757268367.0,-0.0333020685200702,-0.05577239216132582,-0.19969138603945114,-0.2303510735930403,-0.7732090809150728,-1.1563946627939798,True,
52cd60e282b5f9,泸201H5,1,12,泸201H5,2,泸201H5|1|12|20338,泸201H5|1|泸201H5|2,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-12 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-12段压裂施工-2、3、4井压力监测.xls,导出数据,2,泸201H5,1,12,2,header,2井压力(MPa),MPa_explicit,b8c1d5e78d7799,False,df24a9b8a26becb8ed630bb740786e1f824244c6f1cb526d1749ef6bec8562f7,0,0,643,False,0,40158,1.0,669.2833333333333,1.0,62.93,pre_pump_last180s,0.010483565137871761,63.53,62.51161072261089,5.389207459207647,-67.39405594405596,0.43778554778572953,5.400745920745933,-67.38251748251767,-0.012391608391610014,-62.09023310023327,-61.77214452214469,0.1922027972027962,0.19313752913753068,-0.0007298031461417727,-0.4994124718788236,0.04168709929178403,0.002218003925350267,0.01620279720279782,-0.012685314685312676,0.014400932400928174,-0.015340326340326282,0.0009993385478082005,96.5,96.5,pump,False,0.14418407749582887,0.7346786248131539,0.1681614349775785,-34.967466862146416,0.0680296771523973,-5.346981785039794,0.44632477788499947,0.02374715742155561,5.370728942461349,103.1929297817081,-109.92435592321428,1.0779200328323157,0.07845952945976965,0.5,5.5,False,26.880000000000003,True,False,1757228210.0,1757268367.0,-0.0006423422095436274,-0.9937033235895621,-0.9886148516335272,0.002630560267762128,0.00264551320088814,0.007988446043830907,True,
b9b36401d9a203,泸201H5,1,12,泸201H5,3,泸201H5|1|12|20338,泸201H5|1|泸201H5|3,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-12 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-12段压裂施工-2、3、4井压力监测.xls,导出数据,3,泸201H5,1,12,3,header,3井压力(MPa),MPa_explicit,ff5514a6ed7abc,False,a1546caf9e17fa50a265a6c04dc0d603108a9e324062bfb7ca5c774b2e4ff782,0,0,644,False,0,40158,1.0,669.2833333333333,1.0,0.03,pre_pump_last180s,0.010483565137871732,0.17,0.12000000000000033,0.12599067599067643,-0.016083916083916044,0.08123543123543156,0.12599067599067634,-0.016083916083916128,0.0,0.02000000000000006,0.09027972027972053,0.11806526806526839,0.10000000000000028,-4.733226100076078e-05,0.00011920508662844938,0.00033633974653882594,-0.00030104353596176035,0.004708624708624723,-0.004662004662004671,0.0046620046620046455,-0.0048251748251748605,-8.372111912547446e-07,362.0,362.0,pump,False,0.5408770575491197,0.7354260089686099,0.07399103139013453,0.06606861773831445,0.22377622377622433,0.3989098886448868,1.1255329334799693,-1.0074171061347008,-1.4063269947795876,10441.496043771003,-10806.948405303106,0.08041958041958064,0.40617715617715766,0.5,5.5,False,0.04,False,False,1757228210.0,1757268367.0,3.122502256758253e-16,0.1000000000000006,0.45139860139860294,0.5903263403263422,0.5000000000000017,0.3125874125874123,True,
27aa2fe48c8ae5,泸201H5,1,13,泸201H5,4,泸201H5|1|13|20339,泸201H5|1|泸201H5|4,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-13 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-13段压裂施工-2、3、4井压力监测.xls,导出数据,1,泸201H5,1,13,4,header,4井压力(MPa),MPa_explicit,f93858ae6cd322,False,4eb0579d35441a8634fa70eaa544a9228ecd0b8a52c07e4fe0264553b4b8592e,0,0,645,False,0,9112,1.0,151.85,1.0,25.0,pre_pump_last180s,0.01048356513787339,25.04,0.04087529137529451,0.01107226107233572,-0.05230769230762178,-0.04449184149180674,0.00860139860143505,-0.05477855477852245,-0.0017785547785234002,-0.010745920745889308,-0.012948717948688645,-0.027639860139827537,-0.038461538461509556,-0.00022864501090103168,-0.00016839874638841534,-0.00030756616634048924,-0.0005585400245694866,0.004965034965038662,-0.0058729603729617,0.006505827505831613,-0.0061386946386944525,-3.4256725117424765e-06,,,observed_window_only,True,1.0,0.036303630363036306,0.976897689768977,-0.016148849504067263,0.2778205128207123,-0.12785674819540432,-0.23351961179401642,-0.4240715136543826,-0.2962147654589783,750.0705967079326,-707.7430728875075,0.27389277389261224,-0.2371445221443924,0.5,5.5,False,0.05000000000000071,False,False,1757343955.0,1757353066.0,-0.01122377622347237,-0.05606060606030191,-0.0670745920742986,-0.14053030302999306,-0.19463869463840314,-0.22727272727287584,True,
80cd54964d7c57,泸201H5,1,13,泸201H5,2,泸201H5|1|13|20339,泸201H5|1|泸201H5|2,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-13 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-13段压裂施工-2、3、4井压力监测.xls,导出数据,2,泸201H5,1,13,2,header,2井压力(MPa),MPa_explicit,417ce8ddd48289,False,82a18f8ecb4456bf500a1d982427ce9033dfa584b27c9ae80bf8e3415900b07d,0,0,646,False,0,9112,1.0,151.85,1.0,66.01,pre_pump_last180s,0.020967130275724433,66.01,1.3870860139860384,-0.06965034965033112,-1.5936130536128843,-1.5846433566432623,0.02973193473178526,-1.494230769230768,-0.205046620046609,-0.5306585081584991,-0.9503846153846142,-1.3161421911421805,-1.4446946386946367,-0.015617038875098094,-0.015600520054106403,-0.010557785571522843,-0.0047737022148519985,0.004641025641019065,-0.024178321678322588,0.013581585081576648,-0.013171328671344185,9.50659013434697e-05,,,observed_window_only,True,1.0,0.0,0.976897689768977,-0.9924638472051963,0.9941142280278256,-1.7078529711423516,-1.1558041266876191,-0.5225967777168953,1.1852561934254564,225.77541974541418,-218.95546370441218,1.0772444925292197,-7.574965034964656,0.5,5.5,False,0.09000000000000341,False,False,1757343955.0,1757353066.0,-0.1692602711087226,-0.4040055463322731,-0.7066011337680927,-0.9702888734393313,-1.062966938286253,-1.0859915111066738,True,
386719f4ad0628,泸201H5,1,13,泸201H5,3,泸201H5|1|13|20339,泸201H5|1|泸201H5|3,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-13 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-13段压裂施工-2、3、4井压力监测.xls,导出数据,3,泸201H5,1,13,3,header,3井压力(MPa),MPa_explicit,7aaa7cecc39039,False,475e702e2d3f5e5c673531d3b228304ccd7e6739de62f0da1d4c50253952f31c,0,0,647,False,0,9112,1.0,151.85,1.0,0.14,pre_pump_last180s,0.010483565137871732,0.19,0.02302400932400945,0.020839160839161264,-0.011678321678321335,-0.0011188811188807407,0.018939393939393978,-0.01357808857808862,0.006666666666666688,0.008100233100233112,0.017319347319347374,0.0070920745920745945,0.002265734265734286,0.00022375742537034557,0.0002262904559555321,-0.0001008163805203158,-0.00012111397374555698,0.005466200466200483,-0.006051282051282079,0.005223776223776259,-0.006060606060606016,-3.0504175585651556e-06,,,observed_window_only,True,1.0,0.5082508250825083,0.8448844884488449,0.006920743618142754,0.10979020979021002,0.17181102868423773,-0.07654483691004976,-0.09195578456631412,-0.26376681325055185,602.2601960664375,-698.7400757575705,0.0678904428904431,-0.08461538461538277,0.5,5.5,False,0.04000000000000001,False,False,1757343955.0,1757353066.0,-0.036188811188809206,-0.029020979020977083,0.017074592074594226,-0.03406177156176967,-0.05819347319347121,-0.10804195804195865,True,
8240b5479db680,泸201H5,1,14,泸201H5,2,泸201H5|1|14|20341,泸201H5|1|泸201H5|2,True,True,observed_file_window,,,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-14段压裂施工-2、3、4井压力监测.xls,导出数据,1,泸201H5,1,14,2,header,2井压力(MPa),MPa_explicit,2d6a6efedc16c4,False,2a4cf100f354acaf66fb639c79a4c9621f8e34c25ae1102d37887674fa56a39f,0,0,648,False,0,25201,1.0,420.0,1.0,2.419020979020986,observed_start_proxy,0.010483565137871995,70.06,68.46261072261089,72.46962703962724,-7.374638694638717,-1.7319347319347367,72.46962703962724,-7.374638694638717,71.09263403263424,66.22279720279738,65.20223776223794,-1.750209790209795,-1.7377855477855526,0.4180603263585491,0.8927873230825958,-0.2915173490002108,7.924991042222364e-05,0.009813519813519633,-0.01878787878787591,0.011002331002316623,-0.011375291375291363,-0.0028339938830862655,31.0,,observed_window_only,False,0.07380952380952381,0.10119047619047619,0.6642857142857143,36.41188100788111,0.9293286260345387,5.47701397502871,-1.7883817939132671,0.0004861772290892353,-5.476527797799621,28.348483476217595,-29.309449017822566,0.10771775450571772,-0.023109948626702702,0.5,5.5,False,35.129999999999995,True,False,1757505600.0,1757530800.0,1.0392315952831523,0.9681002612829356,0.9531934467488765,-0.024748335572544564,-0.024566860716515752,-0.02496181537504002,True,
de1343cb8b097c,泸201H5,1,14,泸201H5,3,泸201H5|1|14|20341,泸201H5|1|泸201H5|3,True,True,observed_file_window,,,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-14段压裂施工-2、3、4井压力监测.xls,导出数据,2,泸201H5,1,14,3,header,3井压力(MPa),MPa_explicit,8b157e4c4904d8,False,5a8197b99961d30b8a42e8e6451822cb2b3e9d008b750203b83e2a50fa0a23b5,0,0,649,False,0,25201,1.0,420.0,1.0,0.13459207459207498,observed_start_proxy,0.010483565137871732,0.18,0.028275058275058357,0.03473193473193484,-0.009067599067599103,0.004195804195804204,0.03473193473193484,-0.009067599067599103,0.010093240093240113,0.014778554778554803,0.0233333333333334,0.01643356643356647,0.003333333333333355,0.00024322781641523118,0.0001761355875636489,5.524639379937353e-06,-0.00016555116170604054,0.004662004662004671,-0.004662004662004698,0.005034965034965061,-0.005198135198135223,-1.084719838951395e-06,,,observed_window_only,True,1.0,0.4630952380952381,0.9773809523809524,0.01519495781995785,0.15268065268065317,0.36988473388366266,0.011601742697868442,-0.34765743958268513,-0.7175421734663479,4440.839160839184,-4584.755244755267,0.04533799533799551,0.043589743589745183,0.5,5.5,False,0.04000000000000001,False,False,1757505600.0,1757530800.0,0.07307692307692473,0.09650349650349818,0.13927738927739117,0.10477855477855652,0.03927738927739094,0.025524475524475038,True,
de59b36d358373,泸201H5,1,14,泸201H5,4,泸201H5|1|14|20341,泸201H5|1|泸201H5|4,True,True,observed_file_window,,,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-14段压裂施工-2、3、4井压力监测.xls,导出数据,3,泸201H5,1,14,4,header,4井压力(MPa),MPa_explicit,9214edc58a11d0,False,60e9e025d18e5960e90e925fcd9f3ae4c9b5d251d92a29aa6dd465efcd5b0852,0,0,650,False,0,25201,1.0,420.0,1.0,23.90181818181825,observed_start_proxy,0.01048356513787339,23.95,0.141888111888111,0.010349650349596118,-0.16065268065268157,-0.15041958041958026,0.010349650349596118,-0.16065268065268157,0.00018648018647837716,-0.03855477855477929,-0.04780885780886024,-0.11538461538461675,-0.12997668997669365,-0.0002542491708017641,-0.0003308148526783128,-0.0004008666938050438,-0.00044774701289059204,0.006736596736597988,-0.0074592074592096935,0.007925407925405636,-0.0074592074592096935,-3.7121320702310874e-07,,,observed_window_only,True,1.0,0.0,0.9595238095238096,-0.06490391552891786,0.8038461538458819,-0.6947111906244569,-0.8418200569905919,-0.9402687270702433,-0.24555753644578643,6990.209790207771,-6579.02097902295,0.8032634032634078,-0.8038461538458819,0.5,5.5,False,0.07000000000000028,False,False,1757505600.0,1757530800.0,-0.0508158508155887,-0.24452214452187704,-0.2907925407922818,-0.6286713286710643,-0.7016317016314488,-0.7458041958043182,True,
189d07b0c08ed5,泸201H5,1,15,泸201H5,4,泸201H5|1|15|20344,泸201H5|1|泸201H5|4,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-15 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-15段压裂施工-2、3、4井压力监测.xls,导出数据,1,泸201H5,1,15,4,header,4井压力(MPa),MPa_explicit,1eef08ec3ced9c,False,748ab7ef19d5a0a91b87f9b83ecd77c0ee04b5ca32f335d3b2f8b5da5400d95f,0,0,651,False,0,39091,1.0,651.5,1.0,22.83,pre_pump_last180s,0.01048356513787339,22.88,0.05939044289043877,0.019953379953445705,-0.059463869463805,-0.03673193473189684,0.018344988344988877,-0.061072261072261824,-0.004582750582753179,-0.023811188811189165,-0.05745920745920863,-0.0048601398601411105,-0.007575757575757791,-0.0003328051154876881,-0.00014741935684735956,0.00011179612286595893,-0.0003162618413260549,0.007339160839164725,-0.0074909090909049065,0.00783216783217,-0.008391608391610638,-3.4554614372718414e-07,,,observed_window_only,True,1.0,0.7597851112816577,0.5387567152724482,-0.01950666115663461,0.28342657342671274,-0.48021855493027377,0.36417587023586123,-1.030222948119624,-0.5500043931893501,16621.906293710894,-17809.185314690083,0.3053613053613091,-0.22107226107205946,0.5,5.5,False,0.060000000000002274,False,False,1757748275.0,1757787365.0,-0.052284382284057004,-0.14842657342623694,-0.31666666666633425,-0.053671328670996665,-0.06724941724908007,-0.26223776223773143,True,
07d6911c2931e5,泸201H5,1,15,泸201H5,2,泸201H5|1|15|20344,泸201H5|1|泸201H5|2,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-15 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-15段压裂施工-2、3、4井压力监测.xls,导出数据,2,泸201H5,1,15,2,header,2井压力(MPa),MPa_explicit,66434ac7e2c73f,False,672a5016ed6e8537de7a8b71abfd1d8c5490bce8aa3eb0396e1b6caade2e571c,0,0,652,False,0,39091,1.0,651.5,1.0,63.23,pre_pump_last180s,0.010483565137871761,63.36,62.827243589743766,4.9422377622379585,-68.23902097902099,-62.75294871794871,5.022703962703986,-68.15855477855496,-0.17985081585080562,-62.854003496503665,-62.746095571095736,-62.65567599067616,-62.69958275058292,-0.003962097974268322,-0.5532984345777932,0.0006771366628913406,-1.8971582210257712e-05,0.012273892773888847,-0.01398484848484851,0.013459207459198545,-0.012860139860139863,0.0011323191875069489,,,observed_window_only,True,1.0,0.14735226400613968,0.15425940138142746,-53.37719886151195,0.9250344643501017,-5.737541702152246,0.007021707632988131,-0.00019672971634236401,5.7373449724359045,90.9285616058157,-86.88134298226838,1.0848566781573958,-12.691268887159753,0.5,5.5,False,10.549999999999997,True,False,1757748275.0,1757787365.0,-0.00410887330717051,-1.0016721770533832,-0.9999546430785912,-0.9985154651797482,-0.9992143142362733,-0.9990298813067774,True,
c2a4657502bdeb,泸201H5,1,15,泸201H5,3,泸201H5|1|15|20344,泸201H5|1|泸201H5|3,True,True,absolute,1.0,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 压裂施工曲线\泸201H5-1-15 压裂施工曲线.xlsx,E:\压裂窜扰项目\02 规范化\泸201H5\泸201H5 邻井压力监测\泸201H5-1-15段压裂施工-2、3、4井压力监测.xls,导出数据,3,泸201H5,1,15,3,header,3井压力(MPa),MPa_explicit,0d1883e04be807,False,a11d71b64b0b5d15b4180e589b4624a614283f10aee47c770bca6ac86544ce09,0,0,653,False,0,39091,1.0,651.5,1.0,0.12,pre_pump_last180s,0.010483565137871732,0.21,0.06763519813519833,0.0746620046620052,-0.0216783216783214,0.039627039627040075,0.08089743589743613,-0.015442890442890475,0.0050349650349650376,0.015658508158508232,0.040897435897436024,0.06602564102564121,0.05623543123543141,6.0198916014856674e-05,0.00010056406540467356,0.00017484003596903664,-0.00011274658553840834,0.005034965034965033,-0.004871794871794871,0.005331002331002352,-0.005148018648018678,-4.3655287990397933e-07,,,observed_window_only,True,1.0,0.6178050652340752,0.051419800460475826,0.029945490682252423,0.17517482517482563,0.3275874430557241,0.5695414171691369,-0.36727200239136515,-0.6948594454470893,11313.779670745966,-10925.440490967429,0.07721445221445238,0.23135198135198362,0.5,5.5,False,0.04000000000000001,False,False,1757748275.0,1757787365.0,0.02721445221445381,0.08033216783216977,0.20652680652680874,0.33216783216783463,0.2832167832167857,0.24475524475524457,True,
